job_title,ai_impact,task,ai_model,domain
Mechanical Drafter,0.37,567.00,1959.00,Leadership & Strategy
Production Engineer,0.37,668.00,2485.00,Medical & Healthcare
Security Engineer,0.37,631.00,1968.00,Supply Chain & Logistics
Simulation Engineer,0.37,667.00,2285.00,Law Enforcement
Underground Miner,0.36,286.00,1124.00,Construction
Unix Engineer,0.36,516.00,1690.00,Sales & Marketing
Verification Engineer,0.36,506.00,1628.00,Hospitality
Voice Engineer,0.36,551.00,1759.00,Communication & PR
Chief Administrative Officer,0.35,281.00,1828.00,Data & IT
Emergency Management Specialist,0.35,403.00,1291.00,Administrative & Clerical
Loss Prevention Manager,0.35,445.00,1545.00,Leadership & Strategy
Proposal Coordinator,0.35,984.00,3525.00,Medical & Healthcare
Provider Relations Representative,0.35,707.00,2389.00,Supply Chain & Logistics
Secretary,0.35,617.00,2226.00,Law Enforcement
Trading Assistant,0.35,659.00,2040.00,Construction
Volunteer Coordinator,0.35,787.00,2343.00,Sales & Marketing
Car Driver,0.35,60.00,505.00,Hospitality
Carrier,0.35,62.00,529.00,Communication & PR
Construction Driver,0.35,200.00,756.00,Data & IT
Contract Driver,0.35,174.00,672.00,Administrative & Clerical
Courier,0.35,177.00,680.00,Leadership & Strategy
Forklift Driver,0.35,160.00,648.00,Medical & Healthcare
Tanker,0.35,62.00,373.00,Supply Chain & Logistics
Taxi Driver,0.35,93.00,383.00,Law Enforcement
Assistant Restaurant Manager,0.35,142.00,1006.00,Construction
Banquet Captain,0.35,101.00,793.00,Sales & Marketing
Brewer,0.35,55.00,508.00,Hospitality
Chef Manager,0.35,90.00,740.00,Communication & PR
Executive Chef,0.35,299.00,1007.00,Data & IT
Food Production Worker,0.35,260.00,953.00,Administrative & Clerical
Front Of House Manager,0.35,443.00,1432.00,Leadership & Strategy
Front Office Supervisor,0.35,468.00,1627.00,Medical & Healthcare
Greeter,0.35,277.00,900.00,Supply Chain & Logistics
Hotel Front Office Manager,0.35,475.00,1545.00,Law Enforcement
Hotel General Manager,0.35,425.00,1271.00,Construction
Hotel Operations Manager,0.35,429.00,1275.00,Sales & Marketing
Contract Negotiator,0.35,397.00,1238.00,Hospitality
Housing Specialist,0.35,441.00,1408.00,Communication & PR
Proposal Specialist,0.35,988.00,3459.00,Data & IT
Analytical Chemist,0.35,114.00,757.00,Administrative & Clerical
Cytogenetic Technologist,0.35,337.00,1150.00,Leadership & Strategy
Food Scientist,0.35,340.00,1184.00,Medical & Healthcare
Food Technologist,0.35,336.00,1179.00,Supply Chain & Logistics
Laboratory Assistant,0.35,456.00,1497.00,Law Enforcement
Patent Agent,0.35,641.00,2233.00,Construction
Taxonomist,0.35,661.00,2244.00,Sales & Marketing
Accounting Consultant,0.35,240.00,1585.00,Hospitality
Accounting Technician,0.35,213.00,1460.00,Communication & PR
Accounts Receivable Clerk,0.35,217.00,1451.00,Data & IT
Appraiser,0.35,177.00,1268.00,Administrative & Clerical
Broker Assistant,0.35,207.00,1467.00,Leadership & Strategy
Commercial Loan Officer,0.35,441.00,1284.00,Medical & Healthcare
Commodity Trader,0.35,444.00,1360.00,Supply Chain & Logistics
Corporate Accountant,0.35,486.00,1586.00,Law Enforcement
Entry Level Accountant,0.35,481.00,1585.00,Construction
Equity Trader,0.35,443.00,1351.00,Sales & Marketing
Financial Accountant,0.35,483.00,1572.00,Hospitality
Fund Accounting Manager,0.35,483.00,1612.00,Communication & PR
General Accountant,0.35,466.00,1545.00,Data & IT
General Ledger Accountant,0.35,466.00,1543.00,Administrative & Clerical
Investment Banking Analyst,0.35,478.00,1461.00,Leadership & Strategy
Private Equity Analyst,0.35,721.00,2283.00,Medical & Healthcare
Risk Analyst,0.35,725.00,2289.00,Supply Chain & Logistics
Treasury Manager,0.35,704.00,2184.00,Law Enforcement
Clinic Receptionist,0.35,241.00,1566.00,Construction
Dental Receptionist,0.35,461.00,1651.00,Sales & Marketing
Front Office Assistant,0.35,470.00,1642.00,Hospitality
Yard Jockey,0.35,314.00,1178.00,Communication & PR
Associate Consultant,0.35,289.00,1784.00,Data & IT
Consultant,0.35,495.00,1511.00,Administrative & Clerical
Financial Consultant,0.35,486.00,1547.00,Leadership & Strategy
Technical Consultant,0.35,1240.00,4070.00,Medical & Healthcare
Technology Consultant,0.35,1236.00,4064.00,Supply Chain & Logistics
Product Demonstrator,0.35,911.00,3170.00,Law Enforcement
Promotions Manager,0.35,1044.00,3723.00,Construction
Purchasing Agent,0.35,853.00,3098.00,Sales & Marketing
Special Events Coordinator,0.35,1071.00,3790.00,Hospitality
Assistant Project Manager,0.35,311.00,1980.00,Communication & PR
Associate Product Manager,0.35,316.00,2008.00,Data & IT
Product Director,0.35,995.00,3281.00,Administrative & Clerical
Product Owner,0.35,1045.00,3492.00,Leadership & Strategy
Project Estimator,0.35,865.00,2706.00,Medical & Healthcare
Project Lead,0.35,1053.00,3454.00,Supply Chain & Logistics
Project Leader,0.35,1051.00,3453.00,Law Enforcement
Project Management Specialist,0.35,1070.00,3480.00,Construction
Inventory Specialist,0.35,524.00,1687.00,Sales & Marketing
Merchandising Assistant,0.35,873.00,3073.00,Hospitality
Stock Manager,0.35,661.00,2265.00,Communication & PR
Architectural Drafter,0.35,137.00,1204.00,Data & IT
Drilling Supervisor,0.35,232.00,792.00,Administrative & Clerical
General Contractor,0.35,299.00,939.00,Leadership & Strategy
Safety Professional,0.35,574.00,1964.00,Medical & Healthcare
Safety Specialist,0.35,570.00,1958.00,Supply Chain & Logistics
Adjuster,0.35,222.00,1451.00,Law Enforcement
Claim Specialist,0.35,236.00,1511.00,Construction
Claims Examiner,0.35,238.00,1561.00,Sales & Marketing
Claims Representative,0.35,240.00,1572.00,Hospitality
Insurance Broker,0.35,441.00,1376.00,Communication & PR
Policy Advisor,0.35,736.00,2378.00,Data & IT
Mobile Phlebotomist,0.35,147.00,467.00,Administrative & Clerical
Orthopedic Technician,0.35,174.00,673.00,Leadership & Strategy
Aircraft Assembler,0.35,64.00,518.00,Medical & Healthcare
Aircraft Maintenance Technician,0.35,68.00,536.00,Supply Chain & Logistics
Aircraft Mechanic,0.35,69.00,546.00,Law Enforcement
Auto Mechanic,0.35,70.00,573.00,Construction
Auto Technician,0.35,70.00,573.00,Sales & Marketing
Automotive Mechanic,0.35,70.00,573.00,Hospitality
Automotive Technician,0.35,70.00,573.00,Communication & PR
Aviation Maintenance Technician,0.35,68.00,536.00,Data & IT
Aviation Mechanic,0.35,67.00,527.00,Administrative & Clerical
Car Mechanic,0.35,66.00,525.00,Leadership & Strategy
Copier Technician,0.35,232.00,884.00,Medical & Healthcare
Diesel Mechanic,0.35,206.00,740.00,Supply Chain & Logistics
Diesel Technician,0.35,209.00,744.00,Law Enforcement
Fire Alarm Technician,0.35,218.00,777.00,Construction
Generator Technician,0.35,232.00,841.00,Sales & Marketing
Gse Mechanic,0.35,199.00,736.00,Hospitality
Hvac,0.35,204.00,765.00,Communication & PR
Hvac Mechanic,0.35,206.00,807.00,Data & IT
Lead Technician,0.35,428.00,1196.00,Administrative & Clerical
Materials Planner,0.35,752.00,2426.00,Leadership & Strategy
Office Cleaning,0.35,67.00,416.00,Medical & Healthcare
Prepress,0.35,546.00,2241.00,Supply Chain & Logistics
Prepress Technician,0.35,548.00,2232.00,Law Enforcement
Telecom Technician,0.35,637.00,1938.00,Construction
Upholsterer,0.35,325.00,1265.00,Sales & Marketing
Wire Technician,0.35,527.00,1641.00,Hospitality
Assistant Designer,0.35,226.00,1888.00,Communication & PR
Cnc Operator,0.35,89.00,611.00,Data & IT
Inventory Associate,0.35,536.00,1848.00,Administrative & Clerical
Inventory Clerk,0.35,530.00,1840.00,Leadership & Strategy
Lathe Operator,0.35,200.00,820.00,Medical & Healthcare
Manufacturing Process Engineer,0.35,715.00,2635.00,Supply Chain & Logistics
Night Stocker,0.35,312.00,1108.00,Law Enforcement
Overnight Stocker,0.35,320.00,1114.00,Construction
Penetration Tester,0.35,668.00,2047.00,Sales & Marketing
Peoplesoft Developer,0.35,957.00,3052.00,Hospitality
Programmer Analyst,0.35,979.00,3054.00,Communication & PR
Salesforce Developer,0.35,1004.00,3228.00,Data & IT
Sharepoint Administrator,0.35,1002.00,3274.00,Administrative & Clerical
Business Development Analyst,0.35,338.00,2185.00,Leadership & Strategy
Business Development Associate,0.35,340.00,2190.00,Medical & Healthcare
Business Development Specialist,0.35,341.00,2193.00,Supply Chain & Logistics
Financial Reporting Analyst,0.35,532.00,1624.00,Law Enforcement
Financial Risk Analyst,0.35,517.00,1584.00,Construction
Gis Analyst,0.35,511.00,1434.00,Sales & Marketing
Program Analyst,0.35,970.00,3248.00,Hospitality
Transportation Analyst,0.35,815.00,2451.00,Communication & PR
Data Manager,0.35,611.00,1771.00,Data & IT
Geospatial Analyst,0.35,506.00,1430.00,Administrative & Clerical
Gis Technician,0.35,494.00,1408.00,Leadership & Strategy
Oracle Dba,0.35,961.00,3055.00,Medical & Healthcare
Graphics Designer,0.35,631.00,2347.00,Supply Chain & Logistics
Senior Graphic Designer,0.35,857.00,3006.00,Law Enforcement
Employee Relations Specialist,0.35,467.00,1469.00,Construction
Human Resources Representative,0.35,469.00,1525.00,Sales & Marketing
Onboarding Specialist,0.35,955.00,3349.00,Hospitality
Payroll Supervisor,0.35,718.00,2405.00,Communication & PR
Special Events Manager,0.35,1049.00,3671.00,Data & IT
Telephone Interviewer,0.35,924.00,2765.00,Administrative & Clerical
Training Specialist,0.35,1018.00,3114.00,Leadership & Strategy
Corporate Paralegal,0.35,458.00,1638.00,Medical & Healthcare
Juvenile Probation Officer,0.35,429.00,1323.00,Supply Chain & Logistics
Legal Receptionist,0.35,463.00,1700.00,Law Enforcement
Legislative Assistant,0.35,774.00,2532.00,Construction
Patent Examiner,0.35,607.00,2133.00,Sales & Marketing
Family Support Specialist,0.35,450.00,1548.00,Hospitality
Family Support Worker,0.35,454.00,1560.00,Communication & PR
Field Organizer,0.35,452.00,1389.00,Data & IT
Organizer,0.35,823.00,3094.00,Administrative & Clerical
Business Partner,0.35,319.00,2087.00,Leadership & Strategy
Operations Analyst,0.35,939.00,3006.00,Medical & Healthcare
Strategic Planner,0.35,935.00,3451.00,Supply Chain & Logistics
Strategist,0.35,926.00,3429.00,Law Enforcement
Workforce Analyst,0.35,771.00,2290.00,Construction
Business Development Consultant,0.35,346.00,2218.00,Sales & Marketing
Business Development Director,0.35,348.00,2223.00,Hospitality
Business Development Manager,0.35,352.00,2227.00,Communication & PR
Client Manager,0.35,353.00,2216.00,Data & IT
Commercial Account Manager,0.35,374.00,2294.00,Administrative & Clerical
Commercial Sales Manager,0.35,376.00,1109.00,Leadership & Strategy
Hvac Sales,0.35,309.00,1062.00,Medical & Healthcare
Online Sales Manager,0.35,998.00,3082.00,Supply Chain & Logistics
Regional Sales Manager,0.35,1003.00,3153.00,Law Enforcement
Relationship Manager,0.35,967.00,3049.00,Construction
Sales Consultant,0.35,996.00,3045.00,Sales & Marketing
Sales Coordinator,0.35,997.00,3135.00,Hospitality
Senior Sales Executive,0.35,973.00,3033.00,Communication & PR
Acute Care Nurse Practitioner,0.35,119.00,796.00,Data & IT
Neonatal Nurse Practitioner,0.35,229.00,825.00,Administrative & Clerical
Nursing,0.35,237.00,882.00,Leadership & Strategy
Staff Nurse,0.35,236.00,841.00,Medical & Healthcare
Environmental Specialist,0.35,376.00,1239.00,Supply Chain & Logistics
Staffing Recruiter,0.35,870.00,2826.00,Law Enforcement
Aircraft Engineer,0.35,93.00,688.00,Construction
Asic Design Engineer,0.35,98.00,699.00,Sales & Marketing
Circuit Design Engineer,0.35,96.00,697.00,Hospitality
Dsp Engineer,0.35,438.00,1225.00,Communication & PR
Field Application Engineer,0.35,444.00,1220.00,Data & IT
Field Service Engineer,0.35,425.00,1217.00,Administrative & Clerical
Ic Design Engineer,0.35,448.00,1243.00,Leadership & Strategy
Integration Engineer,0.35,525.00,1396.00,Medical & Healthcare
Chemistry Tutor,0.35,117.00,730.00,Supply Chain & Logistics
Childcare Teacher,0.35,125.00,884.00,Law Enforcement
Computer Science Tutor,0.35,418.00,1297.00,Construction
Director Of Education,0.35,438.00,1326.00,Sales & Marketing
Grant Coordinator,0.35,499.00,1630.00,Hospitality
Hvac Instructor,0.35,273.00,917.00,Communication & PR
Instructor,0.35,406.00,1238.00,Data & IT
Library Media Specialist,0.35,720.00,2380.00,Administrative & Clerical
School Librarian,0.35,694.00,2295.00,Leadership & Strategy
Vocational Counselor,0.35,713.00,2178.00,Medical & Healthcare
Clinical Research Coordinator,0.35,294.00,1874.00,Supply Chain & Logistics
Clinical Research Manager,0.35,294.00,1874.00,Law Enforcement
Health Coach,0.35,404.00,1322.00,Construction
Lab Assistant,0.35,458.00,1498.00,Sales & Marketing
Medical Laboratory Scientist,0.35,342.00,1343.00,Hospitality
Medical Laboratory Technician,0.35,339.00,1339.00,Communication & PR
Medical Laboratory Technologist,0.35,340.00,1340.00,Data & IT
Medical Technician,0.35,306.00,1131.00,Administrative & Clerical
Medical Technologist,0.35,301.00,1125.00,Leadership & Strategy
Health Services Manager,0.35,436.00,1437.00,Medical & Healthcare
Intake Coordinator,0.35,434.00,1412.00,Supply Chain & Logistics
Medical Interpreter,0.35,419.00,1730.00,Law Enforcement
Medical Secretary,0.35,585.00,2151.00,Construction
Patient Access Representative,0.35,441.00,1710.00,Sales & Marketing
Patient Access Specialist,0.35,440.00,1709.00,Hospitality
Fire Investigator,0.35,424.00,1308.00,Communication & PR
Ranger,0.35,203.00,720.00,Data & IT
Title Processor,0.35,685.00,2075.00,Administrative & Clerical
Inventory Control Manager,0.35,546.00,1774.00,Leadership & Strategy
Logistics Specialist,0.35,805.00,2534.00,Medical & Healthcare
Supply Planner,0.35,745.00,2408.00,Supply Chain & Logistics
Blog Writer,0.35,327.00,2442.00,Law Enforcement
Blogger,0.35,328.00,2417.00,Construction
Content Writer,0.35,553.00,2025.00,Sales & Marketing
Corporate Event Planner,0.35,508.00,1624.00,Hospitality
Event Coordinator,0.35,502.00,1632.00,Communication & PR
Media Coordinator,0.35,1020.00,3559.00,Data & IT
Multimedia Specialist,0.35,982.00,3476.00,Administrative & Clerical
Public Relations Coordinator,0.35,974.00,3481.00,Leadership & Strategy
Packaging,0.35,161.00,1310.00,Medical & Healthcare
Communications Technician,0.35,125.00,792.00,Supply Chain & Logistics
Insurance Specialist,0.35,240.00,1523.00,Law Enforcement
Representative,0.35,261.00,1681.00,Construction
Business Continuity Manager,0.35,306.00,1947.00,Sales & Marketing
Channel Sales Manager,0.35,348.00,2205.00,Hospitality
Regional Manager,0.35,309.00,1904.00,Communication & PR
Butcher,0.35,55.00,513.00,Data & IT
Director Of Finance,0.35,287.00,1774.00,Administrative & Clerical
Infusion Nurse,0.35,113.00,864.00,Leadership & Strategy
Psychiatric Nurse Practitioner,0.35,121.00,897.00,Medical & Healthcare
Care Manager,0.35,221.00,1544.00,Supply Chain & Logistics
Computer Support Specialist,0.35,134.00,1090.00,Law Enforcement
Cyber Security Engineer,0.35,99.00,694.00,Construction
Front Desk Supervisor,0.35,194.00,1236.00,Sales & Marketing
Administrative Services Manager,0.35,294.00,1879.00,Hospitality
Chief Risk Officer,0.35,279.00,1788.00,Communication & PR
Business Administrator,0.35,238.00,1432.00,Data & IT
Information Technology Manager,0.35,276.00,1906.00,Administrative & Clerical
Knowledge Manager,0.35,272.00,1587.00,Leadership & Strategy
Management Analyst,0.35,442.00,2925.00,Medical & Healthcare
Management Consultant,0.35,231.00,1336.00,Supply Chain & Logistics
Managing Consultant,0.35,232.00,1341.00,Law Enforcement
Process Consultant,0.35,243.00,1378.00,Construction
Production Team Leader,0.35,254.00,1552.00,Sales & Marketing
Shift Manager,0.35,233.00,1888.00,Hospitality
Shop Manager,0.35,238.00,1929.00,Communication & PR
Strategic Planning Manager,0.35,262.00,2038.00,Data & IT
Strategy Manager,0.35,262.00,1999.00,Administrative & Clerical
Traffic Manager,0.35,281.00,2146.00,Leadership & Strategy
Transportation Manager,0.35,278.00,1819.00,Medical & Healthcare
Channel Manager,0.35,218.00,1291.00,Supply Chain & Logistics
Director Of Business Development,0.35,220.00,1334.00,Law Enforcement
Inside Sales Manager,0.35,225.00,1454.00,Construction
Parts Advisor,0.35,246.00,1893.00,Sales & Marketing
Product Trainer,0.35,264.00,1946.00,Hospitality
Sales Specialist,0.35,271.00,2075.00,Communication & PR
Senior Sales Manager,0.35,263.00,2064.00,Data & IT
Telecom Sales,0.35,257.00,1909.00,Administrative & Clerical
Aesthetic Nurse,0.35,108.00,726.00,Leadership & Strategy
Certified Nurse Aide,0.35,90.00,657.00,Medical & Healthcare
Informatics Nurse,0.35,114.00,761.00,Supply Chain & Logistics
Licensed Practical Nurse,0.35,80.00,588.00,Law Enforcement
Licensed Practical Nurse Lpn,0.34,80.00,588.00,Construction
Lpn Nurse,0.33,81.00,588.00,Sales & Marketing
Mental Health Nurse,0.33,112.00,582.00,Hospitality
Occupational Health Nurse,0.33,106.00,565.00,Communication & PR
Practical Nurse,0.33,95.00,445.00,Data & IT
Interviewer,0.33,160.00,1173.00,Administrative & Clerical
Operations Specialist,0.33,232.00,1489.00,Leadership & Strategy
Production Coordinator,0.33,255.00,1739.00,Medical & Healthcare
Risk Manager,0.32,244.00,1904.00,Supply Chain & Logistics
Component Engineer,0.32,192.00,1452.00,Law Enforcement
Electronic Engineer,0.32,202.00,1552.00,Construction
Energy Engineer,0.32,182.00,1114.00,Sales & Marketing
Equipment Engineer,0.32,191.00,1369.00,Hospitality
Failure Analysis Engineer,0.32,196.00,1498.00,Communication & PR
Hvac Engineer,0.32,146.00,1343.00,Data & IT
Material Engineer,0.31,168.00,1167.00,Administrative & Clerical
Mechanical Design Engineer,0.31,181.00,1193.00,Leadership & Strategy
Mechanical Engineer,0.30,173.00,1196.00,Medical & Healthcare
Metallurgical Engineer,0.30,154.00,823.00,Supply Chain & Logistics
Osp Engineer,0.30,156.00,842.00,Law Enforcement
Performance Test Engineer,0.30,215.00,1405.00,Construction
Physical Design Engineer,0.30,174.00,1152.00,Sales & Marketing
Planning Engineer,0.30,171.00,1213.00,Hospitality
Principal Electrical Engineer,0.30,161.00,1138.00,Communication & PR
Principal Engineer,0.30,163.00,1140.00,Data & IT
Principal Mechanical Engineer,0.30,161.00,1138.00,Administrative & Clerical
